"","dahuk","ninewa"
"0",0.25,0.5
"100000",0.03125,0
"120000",0.03125,0
"135000",0.03125,0
"150000",0.0625,0
"200000",0.1875,0
"250000",0.0625,0
"260000",0.03125,0
"268000",0.03125,0
"270000",0.03125,0
"280000",0.03125,0
"310000",0.03125,0
"460000",0.03125,0
"468000",0.03125,0
"N/A",0.125,0.5
