"","dahuk","ninewa"
"1/9/2018",0.0625,0
"12/12/2017",0.40625,1
"12/13/2017",0.0625,0
"12/18/2017",0.09375,0
"12/26/2017",0.0625,0
"12/27/2017",0.25,0
"12/28/2017",0.0625,0
