"","host_community"
"1",0.0588235294117647
"2",0.102941176470588
"3",0.0980392156862745
"4",0.156862745098039
"5",0.0980392156862745
"6",0.102941176470588
"7",0.0784313725490196
"8",0.0735294117647059
"9",0.053921568627451
"10",0.0588235294117647
"11",0.0147058823529412
"12",0.0294117647058824
"13",0.0196078431372549
"14",0.00490196078431373
"15",0.0294117647058824
"16",0.00490196078431373
"17",0.00490196078431373
"19",0.00490196078431373
"38",0.00490196078431373
