"","host_community"
"2018-05-07T10:51:13.208+01",0.00416666666666667
"2018-05-07T11:18:39.262+01",0.00416666666666667
"2018-05-07T11:39:46.255+03",0.00416666666666667
"2018-05-07T11:41:25.338+01",0.00416666666666667
"2018-05-07T11:44:51.173+01",0.00416666666666667
"2018-05-07T12:17:52.991+03",0.00416666666666667
"2018-05-07T12:20:19.972+03",0.00416666666666667
"2018-05-07T12:38:03.513+01",0.00416666666666667
"2018-05-07T12:43:38.296+01",0.00416666666666667
"2018-05-07T13:00:30.622+01",0.00416666666666667
"2018-05-07T13:08:30.149+01",0.00416666666666667
"2018-05-07T13:09:16.590+01",0.00416666666666667
"2018-05-07T13:10:34.179+03",0.00416666666666667
"2018-05-07T13:22:56.545+01",0.00416666666666667
"2018-05-07T13:35:38.678+03",0.00416666666666667
"2018-05-07T13:53:40.455+01",0.00416666666666667
"2018-05-07T14:03:02.312+01",0.00416666666666667
"2018-05-07T14:24:01.879+03",0.00416666666666667
"2018-05-07T14:27:04.406+03",0.00416666666666667
"2018-05-07T14:29:47.652+01",0.00416666666666667
"2018-05-07T14:30:43.461+01",0.00416666666666667
"2018-05-07T14:46:05.224+03",0.00416666666666667
"2018-05-07T14:49:58.682+03",0.00416666666666667
"2018-05-07T15:10:06.564+01",0.00416666666666667
"2018-05-07T15:11:51.887+01",0.00416666666666667
"2018-05-07T15:23:06.123+03",0.00416666666666667
"2018-05-07T15:26:29.477+03",0.00416666666666667
"2018-05-07T15:49:58.747+01",0.00416666666666667
"2018-05-07T15:54:30.387+03",0.00416666666666667
"2018-05-07T16:49:31.615+01",0.00416666666666667
"2018-05-08T09:59:58.239+01",0.00416666666666667
"2018-05-08T10:02:06.244+03",0.00416666666666667
"2018-05-08T10:06:07.221+01",0.00416666666666667
"2018-05-08T10:39:22.327+03",0.00416666666666667
"2018-05-08T10:51:38.076+01",0.00416666666666667
"2018-05-08T10:58:43.814+01",0.00416666666666667
"2018-05-08T11:51:41.600+01",0.00416666666666667
"2018-05-08T12:37:17.593+03",0.00416666666666667
"2018-05-08T12:55:48.096+03",0.00416666666666667
"2018-05-08T13:27:49.633+01",0.00416666666666667
"2018-05-08T13:50:01.666+01",0.00416666666666667
"2018-05-08T13:58:39.712+03",0.00416666666666667
"2018-05-08T14:07:42.731+01",0.00416666666666667
"2018-05-08T14:20:13.713+03",0.00416666666666667
"2018-05-08T14:29:53.447+03",0.00416666666666667
"2018-05-08T14:40:49.396+01",0.00416666666666667
"2018-05-08T14:55:30.010+01",0.00416666666666667
"2018-05-08T15:04:15.104+01",0.00416666666666667
"2018-05-08T15:08:16.531+01",0.00416666666666667
"2018-05-08T15:26:22.755+03",0.00416666666666667
"2018-05-08T15:42:51.551+01",0.00416666666666667
"2018-05-08T16:10:27.094+01",0.00416666666666667
"2018-05-08T16:21:13.880+01",0.00416666666666667
"2018-05-08T16:25:13.615+01",0.00416666666666667
"2018-05-08T16:28:16.381+01",0.00416666666666667
"2018-05-08T16:42:34.300+03",0.00416666666666667
"2018-05-08T16:59:45.306+01",0.00416666666666667
"2018-05-08T17:31:39.572+01",0.00416666666666667
"2018-05-08T20:19:27.983+01",0.00416666666666667
"2018-05-09T10:34:02.579+01",0.00416666666666667
"2018-05-09T11:24:45.111+01",0.00416666666666667
"2018-05-09T11:33:54.382+01",0.00416666666666667
"2018-05-09T12:15:21.425+01",0.00416666666666667
"2018-05-09T12:40:30.562+01",0.00416666666666667
"2018-05-09T12:56:43.985+03",0.00416666666666667
"2018-05-09T13:08:26.168+01",0.00416666666666667
"2018-05-09T13:12:42.856+03",0.00416666666666667
"2018-05-09T13:15:55.368+01",0.00416666666666667
"2018-05-09T13:20:45.807+01",0.00416666666666667
"2018-05-09T13:21:30.427+01",0.00416666666666667
"2018-05-09T13:30:58.058+03",0.00416666666666667
"2018-05-09T14:07:23.226+01",0.00416666666666667
"2018-05-09T14:07:32.407+03",0.00416666666666667
"2018-05-09T14:11:50.702+01",0.00416666666666667
"2018-05-09T14:17:55.039+01",0.00416666666666667
"2018-05-09T14:24:16.585+01",0.00416666666666667
"2018-05-09T14:29:11.671+01",0.00416666666666667
"2018-05-09T14:35:12.067+01",0.00416666666666667
"2018-05-09T14:46:27.560+01",0.00416666666666667
"2018-05-09T15:01:05.081+03",0.00416666666666667
"2018-05-09T15:04:16.462+01",0.00416666666666667
"2018-05-09T15:09:13.539+03",0.00416666666666667
"2018-05-09T15:14:06.318+01",0.00416666666666667
"2018-05-09T15:22:58.580+03",0.00416666666666667
"2018-05-09T15:28:32.897+01",0.00416666666666667
"2018-05-09T15:51:13.275+01",0.00416666666666667
"2018-05-09T16:11:24.814+03",0.00416666666666667
"2018-05-09T16:14:45.998+01",0.00416666666666667
"2018-05-09T16:19:49.610+03",0.00416666666666667
"2018-05-09T16:22:38.711+01",0.00416666666666667
"2018-05-10T09:55:22.422+01",0.00416666666666667
"2018-05-10T10:39:51.544+03",0.00416666666666667
"2018-05-10T11:06:16.194+01",0.00416666666666667
"2018-05-10T11:27:35.098+01",0.00416666666666667
"2018-05-10T12:00:45.833+01",0.00416666666666667
"2018-05-10T12:14:23.615+01",0.00416666666666667
"2018-05-10T12:29:32.279+03",0.00416666666666667
"2018-05-10T12:37:48.788+01",0.00416666666666667
"2018-05-10T12:42:07.408+01",0.00416666666666667
"2018-05-10T13:01:40.191+01",0.00416666666666667
"2018-05-10T13:12:20.526+01",0.00416666666666667
"2018-05-10T13:16:35.949+03",0.00416666666666667
"2018-05-10T13:25:08.604+01",0.00416666666666667
"2018-05-10T13:26:47.987+03",0.00416666666666667
"2018-05-10T13:48:00.444+01",0.00416666666666667
"2018-05-10T14:09:50.004+01",0.00416666666666667
"2018-05-10T14:13:16.666+01",0.00416666666666667
"2018-05-10T14:20:54.357+03",0.00416666666666667
"2018-05-10T14:22:41.791+01",0.00416666666666667
"2018-05-10T14:26:53.142+01",0.00416666666666667
"2018-05-10T14:34:41.263+03",0.00416666666666667
"2018-05-10T14:43:45.184+01",0.00416666666666667
"2018-05-10T14:51:38.050+03",0.00416666666666667
"2018-05-10T14:54:58.048+01",0.00416666666666667
"2018-05-10T14:56:13.262+01",0.00416666666666667
"2018-05-10T15:09:54.184+03",0.00416666666666667
"2018-05-10T15:46:37.996+01",0.00416666666666667
"2018-05-10T15:56:39.929+01",0.00416666666666667
"2018-05-10T16:05:05.601+01",0.00416666666666667
"2018-05-10T16:12:33.774+01",0.00416666666666667
"2018-05-10T16:13:47.067+03",0.00416666666666667
"2018-05-10T16:24:06.514+03",0.00416666666666667
"2018-05-10T16:28:01.778+01",0.00416666666666667
"2018-05-10T16:29:16.203+01",0.00416666666666667
"2018-05-10T16:40:28.267+01",0.00416666666666667
"2018-05-10T16:49:12.387+01",0.00416666666666667
"2018-05-11T09:44:02.980+03",0.00416666666666667
"2018-05-11T09:59:51.217+01",0.00416666666666667
"2018-05-11T10:03:54.747+01",0.00416666666666667
"2018-05-11T10:39:34.536+01",0.00416666666666667
"2018-05-11T10:47:11.415+03",0.00416666666666667
"2018-05-11T11:14:22.982+01",0.00416666666666667
"2018-05-11T11:22:15.017+01",0.00416666666666667
"2018-05-11T11:22:19.244+01",0.00416666666666667
"2018-05-11T11:24:16.930+01",0.00416666666666667
"2018-05-11T12:00:05.278+03",0.00416666666666667
"2018-05-11T12:11:05.299+03",0.00416666666666667
"2018-05-11T12:18:24.711+01",0.00416666666666667
"2018-05-11T12:42:08.098+01",0.00416666666666667
"2018-05-11T12:50:45.821+01",0.00416666666666667
"2018-05-11T12:55:22.297+03",0.00416666666666667
"2018-05-11T13:01:05.704+01",0.00416666666666667
"2018-05-11T13:07:29.801+01",0.00416666666666667
"2018-05-11T13:24:27.692+01",0.00416666666666667
"2018-05-11T13:30:48.889+01",0.00416666666666667
"2018-05-11T13:41:40.292+01",0.00416666666666667
"2018-05-11T14:04:53.231+01",0.00416666666666667
"2018-05-11T14:08:01.636+03",0.00416666666666667
"2018-05-11T14:09:13.569+03",0.00416666666666667
"2018-05-11T14:19:40.470+01",0.00416666666666667
"2018-05-11T14:39:21.822+01",0.00416666666666667
"2018-05-11T14:40:04.441+03",0.00416666666666667
"2018-05-11T14:48:29.283+01",0.00416666666666667
"2018-05-11T15:13:42.121+01",0.00416666666666667
"2018-05-11T15:32:09.631+01",0.00416666666666667
"2018-05-11T15:38:26.855+03",0.00416666666666667
