"","host_community"
"",0.979166666666667
"It's hard to maintain soap at the  toilet facility coz its eaten up by animals.",0.00416666666666667
"The soap they have is for  washing clothes,  utensils but not specific for washing hands after visiting the toilet. ",0.00416666666666667
"Toilet still under construction",0.00416666666666667
"Usually eaten up by animals. ",0.00416666666666667
"We didn't  have the idear.",0.00416666666666667
