"","host_community"
"0",0.120833333333333
"1",0.204166666666667
"2",0.229166666666667
"3",0.195833333333333
"4",0.1125
"5",0.0666666666666667
"6",0.0333333333333333
"7",0.0208333333333333
"8",0.00833333333333333
"9",0.00416666666666667
"12",0.00416666666666667
