"","host_community"
"",0.95
"2016-06-01",0.00416666666666667
"2017-02-01",0.00416666666666667
"2017-11-01",0.00416666666666667
"2017-12-01",0.00416666666666667
"2018-02-01",0.0125
"2018-03-01",0.00416666666666667
"2018-04-01",0.0166666666666667
