"","female","male"
"",0.101851851851852,0.0681818181818182
"2016-08-01",0.00925925925925926,0
"2016-11-01",0.00925925925925926,0
"2017-01-01",0,0.0303030303030303
"2017-02-01",0.0277777777777778,0.0227272727272727
"2017-03-01",0.037037037037037,0.0227272727272727
"2017-04-01",0.0277777777777778,0.0606060606060606
"2017-05-01",0.00925925925925926,0.0606060606060606
"2017-06-01",0.0277777777777778,0.0227272727272727
"2017-07-01",0.0185185185185185,0.0303030303030303
"2017-08-01",0.0462962962962963,0.0454545454545455
"2017-09-01",0.0277777777777778,0.0303030303030303
"2017-10-01",0.0185185185185185,0.0454545454545455
"2017-11-01",0.0277777777777778,0.0303030303030303
"2017-12-01",0.0555555555555556,0.0454545454545455
"2018-01-01",0.0833333333333333,0.0454545454545455
"2018-02-01",0.037037037037037,0.0757575757575758
"2018-03-01",0.148148148148148,0.0757575757575758
"2018-04-01",0.157407407407407,0.143939393939394
"2018-05-01",0.12037037037037,0.143939393939394
"2018-12-01",0.00925925925925926,0
