"","female","male"
"16",0.00925925925925926,0
"19",0.0185185185185185,0
"20",0.0277777777777778,0.0227272727272727
"21",0.0185185185185185,0.00757575757575758
"22",0.0185185185185185,0.0303030303030303
"23",0.0185185185185185,0.0303030303030303
"24",0.037037037037037,0.0227272727272727
"25",0.0462962962962963,0.0378787878787879
"26",0.0277777777777778,0
"27",0.0185185185185185,0.0227272727272727
"28",0.00925925925925926,0.0681818181818182
"29",0,0.00757575757575758
"30",0.0555555555555556,0.0227272727272727
"31",0,0.0227272727272727
"32",0.037037037037037,0.0378787878787879
"33",0.00925925925925926,0.0227272727272727
"34",0.0185185185185185,0.0227272727272727
"35",0.00925925925925926,0.0378787878787879
"36",0.0462962962962963,0.0303030303030303
"37",0.0277777777777778,0.0151515151515152
"38",0.0462962962962963,0.0303030303030303
"39",0.0277777777777778,0.0151515151515152
"40",0.0277777777777778,0.0303030303030303
"41",0.0277777777777778,0.00757575757575758
"42",0.0277777777777778,0.0378787878787879
"43",0.00925925925925926,0
"44",0.0277777777777778,0.0227272727272727
"45",0.0185185185185185,0.0454545454545455
"46",0.0462962962962963,0.0227272727272727
"47",0,0.00757575757575758
"48",0.0185185185185185,0.0227272727272727
"49",0.00925925925925926,0.0227272727272727
"50",0.0277777777777778,0.0378787878787879
"51",0,0.0227272727272727
"52",0.0277777777777778,0.0151515151515152
"53",0.00925925925925926,0.0151515151515152
"54",0.00925925925925926,0.0151515151515152
"55",0.0277777777777778,0.0151515151515152
"56",0.00925925925925926,0.0227272727272727
"57",0.00925925925925926,0
"58",0.0277777777777778,0
"59",0.0185185185185185,0.00757575757575758
"60",0.0277777777777778,0.0227272727272727
"61",0.00925925925925926,0
"62",0,0.0227272727272727
"63",0.00925925925925926,0.0151515151515152
"64",0,0.00757575757575758
"65",0.0185185185185185,0.00757575757575758
"68",0.00925925925925926,0.0151515151515152
"70",0.00925925925925926,0
"74",0,0.00757575757575758
"77",0,0.00757575757575758
"78",0.00925925925925926,0.00757575757575758
"94",0,0.00757575757575758
