"","female","male"
"0",0.638095238095238,0.4609375
"1",0.180952380952381,0.2734375
"2",0.123809523809524,0.15625
"3",0.0285714285714286,0.0625
"4",0.00952380952380952,0.03125
"5",0.00952380952380952,0.0078125
"6",0.00952380952380952,0
"8",0,0.0078125
