"","female","male"
"0",0.295238095238095,0.232558139534884
"1",0.561904761904762,0.550387596899225
"2",0.0952380952380952,0.13953488372093
"3",0.0380952380952381,0.062015503875969
"4",0,0.00775193798449612
"6",0,0.00775193798449612
"16",0.00952380952380952,0
