"","female","male"
"1",0.00925925925925926,0
"2",0,0.00757575757575758
"3",0.0740740740740741,0.053030303030303
"4",0.111111111111111,0.0984848484848485
"5",0.111111111111111,0.0757575757575758
"6",0.12037037037037,0.121212121212121
"7",0.138888888888889,0.0909090909090909
"8",0.12037037037037,0.0757575757575758
"9",0.0740740740740741,0.0757575757575758
"10",0.0740740740740741,0.113636363636364
"11",0.0462962962962963,0.0303030303030303
"12",0,0.0681818181818182
"13",0.0185185185185185,0.0606060606060606
"14",0.0277777777777778,0.0151515151515152
"15",0.037037037037037,0.00757575757575758
"16",0,0.0227272727272727
"17",0,0.0303030303030303
"18",0.0185185185185185,0.0151515151515152
"19",0.00925925925925926,0.00757575757575758
"21",0.00925925925925926,0.00757575757575758
"24",0,0.00757575757575758
"26",0,0.00757575757575758
"38",0,0.00757575757575758
