"","female","male"
"0",0.688524590163934,0.729411764705882
"1",0.19672131147541,0.117647058823529
"2",0.0819672131147541,0.117647058823529
"4",0,0.0117647058823529
"5",0.0163934426229508,0
"10",0,0.0117647058823529
"12",0.0163934426229508,0
"15",0,0.0117647058823529
