"","female","male"
"359144082736367",0.0833333333333333,0.0681818181818182
"359144082742621",0.0648148148148148,0.128787878787879
"359144082743827",0.037037037037037,0.0378787878787879
"359144085278888",0.0925925925925926,0.053030303030303
"359144087136605",0.12962962962963,0.0833333333333333
"359144087520626",0.0740740740740741,0.113636363636364
"359144087526524",0.12037037037037,0.0909090909090909
"359144087538685",0.037037037037037,0.151515151515152
"359144087545128",0.00925925925925926,0.00757575757575758
"359144087603562",0.0925925925925926,0.106060606060606
"359144087604602",0.111111111111111,0.0984848484848485
"359144087615269",0.148148148148148,0.0606060606060606
