"","female","male"
"1",0.0919540229885057,0.0341880341880342
"2",0.0459770114942529,0.145299145299145
"3",0.126436781609195,0.0769230769230769
"4",0.206896551724138,0.11965811965812
"5",0.0919540229885057,0.102564102564103
"6",0.137931034482759,0.0769230769230769
"7",0.103448275862069,0.0598290598290598
"8",0.0459770114942529,0.094017094017094
"9",0.0459770114942529,0.0598290598290598
"10",0.0229885057471264,0.0854700854700855
"11",0.0229885057471264,0.00854700854700855
"12",0.0114942528735632,0.0427350427350427
"13",0,0.0341880341880342
"14",0,0.00854700854700855
"15",0.0459770114942529,0.0170940170940171
"16",0,0.00854700854700855
"17",0,0.00854700854700855
"19",0,0.00854700854700855
"38",0,0.00854700854700855
