"","female","male"
"",0.898148148148148,0.954545454545455
"After garden",0.0462962962962963,0.0303030303030303
"After garden ",0.0277777777777778,0
"Before and after milking ",0.00925925925925926,0
"Before and after milking cows",0,0.00757575757575758
"Before cooking",0.00925925925925926,0
"Garden",0.00925925925925926,0
"When washing my face. ",0,0.00757575757575758
