Cluster_name,Correct To 
bulamabangalulantaiwatarmuasouthernyobeyobe,
fulatarircbularafagulanisouthernyobeyobe,
mallamlimausabongaribadecentralyobeyobe,
tsamiyyarawubdogonninipotiskumsouthernyobeyobe,
nassarawobarircjagguganyesouthernadamawaadamawa,
bedroomextensionmaisandariwidamaturusouthernyobeyobe,
gambosarkiwatinaninangeresouthernyobeyobe,
alhajidarmanrckasugulabamaeastbornoborno,
dagonadawayobadecentralyobeyobe,
maigarikidakumagannamyusufarinorthernyobeyobe,
kivapulkabokkogwozaeastbornoborno,
ngariibrahimasheikrigeidamcentralyobeyobe,
garinbabawatinaninangeresouthernyobeyobe,
bankicampbankibamaeastbornoborno,
alhgonifikarcfikaanzefikasouthernyobeyobe,
chanagarufikasouthernyobeyobe,
bunduribolewaapotiskumsouthernyobeyobe,
wegeextensionpulkabokkogwozaeastbornoborno,
yerimalawanasheikrigeidamcentralyobeyobe,
gindomandadaatarmuasouthernyobeyobe,
fulataricamprcdikwadikwaeastbornoborno,
talbariwaidamakanikestreetsarkinhausawabadecentralyobeyobe,
kabalasabongaringurunorthernyobeyobe,
governmentgirlssecondaryschoolmafamafacentralbornoborno,
shewarirckasugulabamaeastbornoborno,
dalehircmayongulimaihanorthernadamawaadamawa,
policebarrackkalallawagabaidamaturusouthernyobeyobe,
goniummaraasheikrigeidamcentralyobeyobe,
shuwagulakmadagalinorthernadamawaadamawa,
majemaasheikrigeidamcentralyobeyobe,
customlawanfannamibadecentralyobeyobe,
garbaistreetdogonninipotiskumsouthernyobeyobe,
byepassnassarawoyolayolanorthsouthernadamawaadamawa,
gedumaiazarahausarigeidamgeidamcentralyobeyobe,
fulatariingineasheikrigeidamcentralyobeyobe,
angdakingarigidgidbayamjakuskocentralyobeyobe,
zannamusaasheikrigeidamcentralyobeyobe,
bulaburinbulabulingwozaeastbornoborno,
malausmanasheikrigeidamcentralyobeyobe,
kwurdanbaiwatinaninangeresouthernyobeyobe,
hurkubutarcbogagombisouthernadamawaadamawa,
madinarcshanishanisouthernbornoborno,
bulabulinidontknowngurunorthernyobeyobe,
europeanquartersrcshanguihongnorthernadamawaadamawa,
kayakaarewakumagannamyusufarinorthernyobeyobe,
jigalamburcjigalambumichikanorthernadamawaadamawa,
tsangayanaududawasanangeresouthernyobeyobe,
nyurahrcchikilaguyuksouthernadamawaadamawa,
kashinyaworcjadajadasouthernadamawaadamawa,
betitagabarkukurinangeresouthernyobeyobe,
alhajibaffastreethausarigeidamgeidamcentralyobeyobe,
hussainirircgajiramnganzainorthernbornoborno,
layinaskirawalawanfannamibadecentralyobeyobe,
bbukarbadeasheikrigeidamcentralyobeyobe,
albarkawalawanmusabadecentralyobeyobe,
governmentdaysecondaryschool.gdss.kumaliamongunocentralbornoborno,
hausariidontknowngurunorthernyobeyobe,
camp.wege.pulkabokkogwozaeastbornoborno,
mainiyayammakumagannamyusufarinorthernyobeyobe,
juluripawarijuluridamnawabursaricentralyobeyobe,
federallowcostsabongaribadecentralyobeyobe,
harcbwalkinumansouthernadamawaadamawa,
lawanmutahrclikamachiboksouthernbornoborno,
harclekojadasouthernadamawaadamawa,
lamisulaasheikrigeidamcentralyobeyobe,
njarengaprimarykofarjaurorcgireigireinorthernadamawaadamawa,
gamsatsangayamhassanjuluridamnawabursaricentralyobeyobe,
shaikbelloasheikrigeidamcentralyobeyobe,
jakolamdapchibursaricentralyobeyobe,
wurojaurorcmayofarangmayobelwasouthernadamawaadamawa,
fezzanidontknowmaidugurimmcandjereborno,
wodiparenumannumansouthernadamawaadamawa,
galdimariidontknowbiusouthernbornoborno,
zangonalhajaisabongaringurunorthernyobeyobe,
ardobujijilantaiwatarmuasouthernyobeyobe,
ungyakubungaldafikasouthernyobeyobe,
bayarcdongdemsasouthernadamawaadamawa,
filinkurmaasheikrigeidamcentralyobeyobe,
layinkogiasheikrigeidamcentralyobeyobe,
seborefulmanassarawomubimubisouthnorthernadamawaadamawa,
mayamirircgajiramnganzainorthernbornoborno,
jajelbilanallercmbalalachiboksouthernbornoborno,
tulferirckoriyeltarmuasouthernyobeyobe,
wuronangercmugulbumubisouthnorthernadamawaadamawa,
wafungorcpakkamaihanorthernadamawaadamawa,
maajirimangulowamashamarijeremmcandjereborno,
damaraarrivalcentrepulkabokkogwozaeastbornoborno,
maisandarigonimuktarmaisandariwidamaturusouthernyobeyobe,
harcdawotoungosouthernadamawaadamawa,
gadamayohambagdagwozaeastbornoborno,
alagarnoidontknowfunesouthernyobeyobe,
mustaphamassengerasheikrigeidamcentralyobeyobe,
fceguestinndogonninipotiskumsouthernyobeyobe,
waziriibrahimestateoldmosqueareamaisandaridamaturusouthernyobeyobe,
harcdemsademsasouthernadamawaadamawa,
lamidokanturekumagannamyusufarinorthernyobeyobe,
bilahikamarcwhuntakuchiboksouthernbornoborno,
fakaraualhajidudduyenangeresouthernyobeyobe,
lambankaboasheikrigeidamcentralyobeyobe,
ganyakuraasheikrigeidamcentralyobeyobe,
mbaguminrcbogagombisouthernadamawaadamawa,
bardercbakarigosoganyesouthernadamawaadamawa,
kolombiyaasheikrigeidamcentralyobeyobe,
zangolawanfannamibadecentralyobeyobe,
dorawamshanudogonninipotiskumsouthernyobeyobe,
jakanabidamircjakanakondugacentralbornoborno,
yobealhajibarkagonibukargamboruangalaeastbornoborno,
katsalledawasanangeresouthernyobeyobe,
kuffagarircaskiraeastaskiraubasouthernbornoborno,
walosulaberctoungotoungosouthernadamawaadamawa,
milbiyungelzarmafunesouthernyobeyobe,
farindutsechukuriyanangeresouthernyobeyobe,
azbaksabongaribadenorthernbornoyobe,
sanibakanolayinnagaribayamaribadecentralyobeyobe,
wurochekkercadarawoyolasouthsouthernadamawaadamawa,
policebareckrcbindigaripawaridamaturusouthernyobeyobe,
sabonlayilangawadarinnangeresouthernyobeyobe,
kamfalayusufariyusufarinorthernyobeyobe,
sajegerolawanmusabadecentralyobeyobe,
yauhammadawasanangeresouthernyobeyobe,
mlambadogonninipotiskumsouthernyobeyobe,
timbilatoungotoungosouthernadamawaadamawa,
harcyebbiganyesouthernadamawaadamawa,
hausariidontknowmaidugurimmcandjereborno,
kadawatigalkollerekafajefunesouthernyobeyobe,
cocacoladogonninipotiskumsouthernyobeyobe,
harcmujaramubisouthnorthernadamawaadamawa,
modelqrtsmaisandariwidamaturusouthernyobeyobe,
lamidogomnatsangayalafiyaloiloijakuskocentralyobeyobe,
rabirircdikwadikwaeastbornoborno,
unguwankududistrictheadstreetsarkinhausawabadecentralyobeyobe,
lawanthlugwarrclikamachiboksouthernbornoborno,
kumenisdawasanangeresouthernyobeyobe,
yvcextensionrcdamaturucentraldamaturusouthernyobeyobe,
garbaagkukurinangeresouthernyobeyobe,
alhajimodukoleriasheikrigeidamcentralyobeyobe,
ssarclekojadasouthernadamawaadamawa,
kyariabbaasheikrigeidamcentralyobeyobe,
yawalemaibuhusabongaribadecentralyobeyobe,
harcyebbiganyesouthernadamawaadamawa,
mamrercmugulbumubisouthnorthernadamawaadamawa,
musaridawayobadecentralyobeyobe,
hardoumaruzakishoyefikasouthernyobeyobe,
garimtsangayajawurkatammajakuskocentralyobeyobe,
harcsongwajesongnorthernadamawaadamawa,
dogonlayikollerekafajefunesouthernyobeyobe,
costomareaasheikrigeidamcentralyobeyobe,
badiyadinshehuringalaeastbornoborno,
anguwanjigawanmsuleyusufariyusufarinorthernyobeyobe,
azbakgwiokurabadecentralyobeyobe,
mahadiyawagwiokurabadecentralyobeyobe,
fulatarisabongaringurunorthernyobeyobe,
jammellafiyaloiloijakuskocentralyobeyobe,
azbakdawayobadenorthernbornoyobe,
takalmawalayinauwalimaimanjabayamaribadecentralyobeyobe,
mallamnasorolawanfannamibadecentralyobeyobe,
njikimercgajiramnganzainorthernbornoborno,
kadawatigalmarmarifunesouthernyobeyobe,
harcdawotoungosouthernadamawaadamawa,
jakanabulamamusamircjakanakondugacentralbornoborno,
fulatarisabongaribadecentralyobeyobe,
musagallisabongaribadecentralyobeyobe,
bulamagajiyeasheikrigeidamcentralyobeyobe,
angbulamangaldadumbulwafikasouthernyobeyobe,
mallamlawatuyusufariyusufarinorthernyobeyobe,
harcjadajadasouthernadamawaadamawa,
kilagarucampjarawakalabalgeeastbornoborno,
alimaiasheikrigeidamcentralyobeyobe,
bulabulinidontknowmaidugurimmcandjereborno,
kadawailuwasabongaringurunorthernyobeyobe,
yindiskidogonninipotiskumsouthernyobeyobe,
awadawarigwiokurabadecentralyobeyobe,
kaguramkagurammongunocentralbornoborno,
takalmawalayinalhajisuleperabayamaribadecentralyobeyobe,
umbazahrocksidecamppulkabokkogwozaeastbornoborno,
fulatarimosqueasheikrigeidamcentralyobeyobe,
tarjalawanjawurkatammajakuskocentralyobeyobe,
lungunkazamaihausarigeidamgeidamcentralyobeyobe,
bulamakadaibahausaunitrcgomarijeremmcandjereborno,
nasarawangaldafikasouthernyobeyobe,
vtccampbgaldimaribiusouthernbornoborno,
ngarbimakerangarbingurunorthernyobeyobe,
lawankyariasheikrigeidamcentralyobeyobe,
isaalijawalawanmusabadecentralyobeyobe,
shedircsuguganyesouthernadamawaadamawa,
ardoyusufrchausarizadawaaskiraubasouthernbornoborno,
fulatarikoriyelkoriyeltarmuasouthernyobeyobe,
biririaudududduyenangeresouthernyobeyobe,
unguwanwulgaudercbargushanisouthernbornoborno,
sanikanolayinmagwatabayamaribadecentralyobeyobe,
garinagausmandudduyenangeresouthernyobeyobe,
unghaladugarufikasouthernyobeyobe,
dungercjumbulshellengsouthernadamawaadamawa,
bulamafugulantaiwatarmuasouthernyobeyobe,
gujbafulataribrcgujbagujbasouthernyobeyobe,
lamidoharunaderdulafiyaloiloijakuskocentralyobeyobe,
birisouthrcbarenumansouthernadamawaadamawa,
kadawatibrahimmarmarigudugurkafunesouthernyobeyobe,
kwatpeorclekojadasouthernadamawaadamawa,
bulabulinpulkabokkogwozaeastbornoborno,
zangosabongaribadecentralyobeyobe,
myaumuguramjakuskocentralyobeyobe,
damnawaalhdaudajuluridamnawabursaricentralyobeyobe,
yabatayammangaldafikasouthernyobeyobe,
jajikakulawanfannamibadecentralyobeyobe,
nassarawonassarawomubimubisouthnorthernadamawaadamawa,
julurihausarijuluridamnawabursaricentralyobeyobe,
harcsuwalamurdesouthernadamawaadamawa,
customlawanfernamibadecentralyobeyobe,
asibitinaganasabongaribadecentralyobeyobe,
kusumariwakilbunuhausarigeidamgeidamcentralyobeyobe,
wurjanmallammarmarifunesouthernyobeyobe,
governmentgirlssecondaryschool.ggss.kumaliamongunocentralbornoborno,
waziriibrahimhousingsouthmaisandaridamaturusouthernyobeyobe,
mitimrclibboshellengsouthernadamawaadamawa,
angmandulogidgidbayamjakuskocentralyobeyobe,
raminbirkilawanmusabadecentralyobeyobe,
jauroaminakinrcgaandagombisouthernadamawaadamawa,
salasaletircsuktusongnorthernadamawaadamawa,
commissinersqterseastmaisandaridamaturusouthernyobeyobe,
wularircngalangalaeastbornoborno,
lambaidrissdogonninipotiskumsouthernyobeyobe,
mashiomchngelzarmaafunesouthernyobeyobe,
policebarracksabongaringurunorthernyobeyobe,
maianguwaadamudogonninipotiskumsouthernyobeyobe,
maisandarilawantimaisandaridamaturusouthernyobeyobe,
waziriibrahimhousingsouthmaisandariwidamaturusouthernyobeyobe,
bulamamallamkaragawarukagacentralbornoborno,
jamaarewarokarasuwanorthernyobeyobe,
goniyusufsabongaringurunorthernyobeyobe,
pulkatownpulkabokkogwozaeastbornoborno,
shangayarimarmarigudugurkafunesouthernyobeyobe,
duhuvimtimmubinorthnorthernadamawaadamawa,
ssarclokuwamubinorthnorthernadamawaadamawa,
garinchindongaldafikasouthernyobeyobe,
mainawamarmarigudugurkafunesouthernyobeyobe,
mainawamarmarifunesouthernyobeyobe,
garinusmankollerekafajefunesouthernyobeyobe,
mustaphakulamiasheikrigeidamcentralyobeyobe,
waziriibrahimestateoldmosqueareamaisandariwidamaturusouthernyobeyobe,
kadawatibrahimmarmarifunesouthernyobeyobe,
gonimammaasheikrigeidamcentralyobeyobe,
dalwahsusawarcbodwaishellengsouthernadamawaadamawa,
kabalakanuringurunorthernyobeyobe,
kaumadikumagannamyusufarinorthernyobeyobe,
balilidawasanangeresouthernyobeyobe,
yelwayelwanassarawoyolayolanorthsouthernadamawaadamawa,
boardingprimaryschooldaimakalabalgeeastbornoborno,
kilagarucamprannkalabalgeeastbornoborno,
munkailagdogonninipotiskumsouthernyobeyobe,
kganguwan.garu.garufikasouthernyobeyobe,
azbakdawayobadecentralyobeyobe,
abujabulabilinrckasugulabamaeastbornoborno,
alaramagadakafikasouthernyobeyobe,
donetiebetsouthmaisandariwidamaturusouthernyobeyobe,
harcmbambayolasouthsouthernadamawaadamawa,
commissinersqterseastmaisandariwidamaturusouthernyobeyobe,
bulamabukarmallambekondugakondugacentralbornoborno,
maisandarigonimuktarmaisandaridamaturusouthernyobeyobe,
garinalkalibulaburinjawagdolebursaricentralyobeyobe,
dankuntukurulayinmaikarnukabayamaribadecentralyobeyobe,
gadinaasheikrigeidamcentralyobeyobe,
fulataricamprcmuliyedikwaeastbornoborno,
lamidobabajawagdolebursaricentralyobeyobe,
sumulthaidontknowbiusouthernbornoborno,
lowcostprovostrcgaldimaribiusouthernbornoborno,
donetiebetsouthmaisandaridamaturusouthernyobeyobe,
chingozarmagajibodikwaeastbornoborno,
zazauganiwatinaninangeresouthernyobeyobe,
farindutsechikiruwafikasouthernyobeyobe,
majemarcyunusariyunusarinorthernyobeyobe,
anguwankantihausarigeidamgeidamcentralyobeyobe,
misandarilawantimaisandaridamaturusouthernyobeyobe,
masassaramusakumagannamyusufarinorthernyobeyobe,
urkandemarmarifunesouthernyobeyobe,
dumbulwabngaldafikasouthernyobeyobe,
ifdakjarigwiokurabadecentralyobeyobe,
gsssscampbamabankibamaeastbornoborno,
harckiritoungosouthernadamawaadamawa,
wurjmalmarmarigudugurkafunesouthernyobeyobe,
kasatchiagujbagujbasouthernyobeyobe,
kanuriidontknowngurunorthernyobeyobe,
duwurircgubiogubiocentralbornoborno,
dawaryajawurkatammajakuskocentralyobeyobe,
dilliidontknownumansouthernadamawaadamawa,
fulataricamprcmmajadikwaeastbornoborno,
alimasterrclawanfannamibadecentralyobeyobe,
tamiwadimrckpashamdemsasouthernadamawaadamawa,
jaurogugongaldafikasouthernyobeyobe,
kairidaurabfunesouthernyobeyobe,
bukarticampgajirammagumericentralbornoborno,
byepassdamsawoyolanorthsouthernadamawaadamawa,
azbaksabongaribadecentralyobeyobe,
