repeat for,disaggregate by,variable,output raw numbers,output minimal chart - width of quarter A4 landscape (FS),output regular chart (report),output Map: Mode,output Map: Average/Percent (of mode),output heatmap
,sex_HoH,[[all]],yes,yes,yes,,,yes
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
