@_uuid,correct_index,strata,area_urban_rural,area_km,area_km_2,weight,adm1Pcode,adm1NameLa,FCS_4pt,FSI,num_children,has_children,edu_pin_bin,edu_pin_bin_population,health_pin_bin,food_pin_bin,shelter_pin_bin?,wash_pin_bin,pin_number_sectors,overlap_edu_health,overlap_edu_food,overlap_edu_shelter,overlap_edu_wash,overlap_health_food,overlap_health_shelter,overlap_health_wash,overlap_food_shelter,overlap_food_wash,overlap_shelter_wash
8b646dea-3468-4260-b727-dc3d0a05f3f9,1,"20KM_Urban_>100,000",big_urban,5-20km,20km,2.386517631331470,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9c8b2563-9f5e-457b-a069-c80f3f293cd6,2,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01da2ba5-155b-4975-8f10-45bae0d180e7,3,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,1,1,1,1,1,0,1,0,3,1,0,1,0,0,1,0,0,0,0
4d3e6f51-1ad1-4958-82a7-dda0b2a292c5,4,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7ae215c3-cfd2-47f7-b932-9d80cc874705,5,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,3,0,0,,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
66a00caf-8768-48be-8e4a-9d8249b386db,6,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d5c6e368-cad4-4e7a-a476-bd5ee2430a9b,7,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f0373a6-52b1-4502-950b-1f4315937e55,8,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4806e409-5bf0-4a79-b780-e27eaf2e6b57,9,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
07861cac-5421-46c3-96bb-185aa58b7339,10,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291c4c0e-2aca-48fc-9199-0703b1d99ee0,11,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8df88bd7-25a8-4054-84f2-db8e1cd27422,12,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0
b350df78-be18-4a10-a5f2-91cad2d078fb,13,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
a6474018-f58b-4ff6-b00e-2e359c081266,14,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
803be907-d797-4377-87f8-9206bb36264f,15,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8e16e0d1-90b0-4218-8331-579573ead07d,16,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2ade734e-dbdf-4be0-aef7-36fc8367d64a,17,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75d063e0-1546-4d1f-a427-2f397ae6735d,18,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,3,3,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0e2ae294-9aed-4813-b467-b45ad541beca,19,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,1,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
d1bf7d50-6cbc-4465-9191-aa3ca129a431,20,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661980a6-2682-42c4-89e4-c483a7ac6bd6,21,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d8899c4-3f44-40dd-8dba-179daed459c2,22,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3738c07f-b445-439f-b151-83638fef559e,23,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,4,3,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
b06df4dd-c478-440d-be64-f3e371f4ff3d,24,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a793e626-0c0e-4187-a260-ea251f6281f9,25,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,2,0,0,,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0
36dd9ba4-d9d6-4b40-aa01-ab370d5e01c5,26,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57f06b5f-4f4f-4f0d-8fe0-85d032908a08,27,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17f570dd-9582-4690-8222-bb7ac7a849f6,28,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c0d987d9-c557-46a7-ab55-de7e2865a794,29,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a47357fb-8e40-4ef9-935f-7fb0a4066874,30,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,1,0,0,,0,1,0,1,1,3,0,0,0,0,0,1,1,0,0,1
bc01251e-2e68-4693-a828-df87081633dd,31,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,1,0,1,1,3,0,0,0,0,0,1,1,0,0,1
b8ab466a-5b6f-4cd1-aed8-1f8f4745b4e0,32,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
f20ed0e8-cd36-4083-aa91-ff1fbf0450d7,33,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,3,3,0,0,,0,1,1,1,0,3,0,0,0,0,1,1,0,1,0,0
b44563a6-0759-4f06-9da1-348866553b4a,34,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
bc72fa05-c5ec-4dd0-a436-834cbf4a84e4,35,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aaee54ff-1bf4-4ad3-9653-ebb6a2da2083,36,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,4,3,0,0,,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
8870e9e4-bac0-4e63-8754-43d7d0c95e9c,37,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,2,1,,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0
c85bff97-f9ba-4afb-b97e-6960e76dcf07,38,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,1,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
d5d14002-c28d-4050-a283-662afebcbbd4,39,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
a7db4aa1-269e-45b3-acd7-21b8c16b272f,40,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
ee091ad5-5c58-4dc6-8567-2f0695870403,41,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19578e58-2660-4072-852b-08430bd65193,42,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8c9fd73e-6221-44c3-b077-3d42e1193237,43,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c5f12269-6349-4f8b-ac3f-355b533c1f65,44,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,2,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
b2222c9b-9471-4dab-8b23-e807bf8bdb6b,45,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,3,0,0,,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
e967d22c-ad10-4571-aac8-e825601371ae,46,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de8a1ca6-0477-430b-8faa-5641c6fa8e67,47,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
024f5191-3595-4f91-9863-0bf7e35d700f,48,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
837b484d-3c1f-450a-9311-67f254d6f897,49,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
4fdb6f26-4422-4232-b318-d97a2cbee3ba,50,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1a747c33-0219-4698-9ec2-18a143bcb41e,51,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4a3e3e9f-b685-47ae-a74c-8739240cc796,52,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7f573c6a-4d61-4cb6-bd75-1f6394ae3f0a,53,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,1,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
d7dfd1d0-a449-454f-a163-eecb1694b8d0,54,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a9f22030-c5ed-4ae1-ad51-8efa9975c0d0,55,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ab654119-48a4-481e-8767-3a522321985d,56,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
754bcf0e-cc62-4ac0-8bb8-e1013f328072,57,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0
f5e041b3-d4e5-4617-b333-a09e8cbc7a47,58,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d615868a-ff39-4f2e-9dbf-5eb924294c94,59,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,1,0,0,,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0
b50bcf96-f3e0-463d-be48-1e251b38da9a,60,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0aff789-dd5f-4de3-aba3-860848e4ce55,61,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac48ef32-3803-471c-9b50-496bf1d8df8e,62,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,1,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
27d97533-a7d9-4e71-8836-8fe83c4a71a1,63,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4498808d-30d6-470d-af52-a88290a0b218,64,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dc9cb96f-4c93-40a7-a84a-a0f8bf0fd166,65,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32ec0df5-08cb-437b-85e3-f5b9cf5cff13,66,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b3a83a38-34f0-4e15-b1c8-e7fc410b249e,67,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,3,3,1,1,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
12303c44-ecc7-4769-8488-ee3630be5cd4,68,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9577fb51-2d17-4f85-b10b-94ea6f2ddedd,69,20KM_Rural,rural,5-20km,20km,0.400106434874692,UKR14,Donetska,1,2,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
8ee50ab0-8601-47fa-89a9-ff90ced8954d,70,20KM_Rural,rural,5-20km,20km,0.841349883861346,UKR14,Donetska,3,3,0,0,,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
18929e19-a8f9-4cfb-ab21-5d4d9cb5e244,71,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0e9bdf6c-c3fd-43e4-96ad-785b02be38b7,72,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,1,2,1,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89872fb1-780e-4167-b2fb-96504cbe982a,73,20KM_Rural,rural,5-20km,20km,0.041137014111963,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5e425586-39c0-4ef0-a5d8-ae3083abd0df,74,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,2,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
c808308d-7130-4564-a987-a28f1edfcdf0,75,"5KM_Urban_<100,000",small_urban,5km,20km,0.059772890014484,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9fdfdc01-3a5e-47d7-91e4-19ab437137fd,76,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4d846ae5-901e-46a3-a17b-13e56a125e58,77,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,3,3,0,0,,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
d7fd2398-0bb2-4961-98b8-27c2016fe14a,78,20KM_Rural,rural,5-20km,20km,0.400106434874692,UKR14,Donetska,1,2,0,0,,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
70331cda-8efd-4068-ba72-1786d7da3b66,79,20KM_Rural,rural,5-20km,20km,0.841349883861346,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c6ae0009-2122-495e-8b19-e1cf4374005b,80,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3256a9b5-9d9e-4cf0-b467-60c02e423bb9,81,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,3,3,0,0,,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
3cca0d4a-a251-4f0f-8c8e-84739b4c8d8a,82,20KM_Rural,rural,5-20km,20km,0.041137014111963,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05593a5b-6fd5-4bd0-be56-bc934c568580,83,"5KM_Urban_<100,000",small_urban,5km,20km,0.329563850476355,UKR14,Donetska,3,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
017a0bd7-429f-4251-8cb8-4c72de5510b3,84,20KM_Rural,rural,5-20km,20km,0.400106434874692,UKR14,Donetska,1,2,2,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
49b20d0a-6076-465a-a3f4-623678afaed3,85,20KM_Rural,rural,5-20km,20km,0.841349883861346,UKR14,Donetska,1,2,0,0,,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0
0794a45a-6e99-4592-8936-b0a4a4e1af06,86,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31028968-b115-4d19-9628-e6068f7c57f6,87,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c6836a39-f71d-4055-ae01-63a020bf833c,88,20KM_Rural,rural,5-20km,20km,0.041137014111963,UKR14,Donetska,1,2,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7a301e17-39e1-43ac-8a74-1a24416a52c5,89,20KM_Rural,rural,5-20km,20km,0.400106434874692,UKR14,Donetska,1,1,3,1,1,1,1,0,0,1,3,1,0,0,1,0,0,1,0,0,0
aec7874f-aac3-4ce0-a534-999f3ab31155,90,20KM_Rural,rural,5-20km,20km,0.841349883861346,UKR14,Donetska,1,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
111ca023-0a93-41f8-b6d2-6573913ce537,91,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96dccaaa-99c5-482d-96e4-6170e23d7e3c,92,20KM_Rural,rural,5-20km,20km,0.551921606002176,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1e3fd206-b198-4306-8a48-f12157ab167f,93,20KM_Rural,rural,5-20km,20km,0.041137014111963,UKR14,Donetska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e777e102-2d37-4da4-a0c8-e592adcca8fd,94,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,4,4,0,0,,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
76a39c1b-b293-4c35-8c17-ee4fb8ba5ce5,95,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,3,4,0,0,,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
c2a129ef-aea3-4892-870c-d2a576b30e62,96,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ebc5f85a-6261-4e82-a7a0-200381d9cb0d,97,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3951ce37-78bc-466c-bafb-e1af930ca1a2,98,"20KM_Urban_<100,000",small_urban,5-20km,20km,0.525181768323519,UKR14,Donetska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7a2f954b-26bf-4144-84bf-f22dd3f1bf0a,99,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1526a3d7-a327-4a27-90dc-19ce13b58c6e,100,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,1,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
e5ad3cd9-89f1-489c-a03a-ce53a480b630,101,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,2,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
6d83154a-0d19-4328-b24a-cd413433aece,102,"5KM_Urban_<100,000",small_urban,5km,20km,0.457816277435808,UKR14,Donetska,1,2,1,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
7d3c2ca8-dbd9-47b9-ae44-dfd77d149e87,103,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,3,0,0,,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
207fc6fa-9304-4437-887e-61270b6ba856,104,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1b0bde05-eb37-47b8-ba19-7d4ab43d12d1,105,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,3,2,1,1,1,0,1,1,0,3,0,1,1,0,0,0,0,1,0,0
8b4d2db5-03bc-4116-84c1-95f079c511d5,106,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,3,1,1,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
26d564ba-262c-43e3-ae41-dbb41fdd32d6,107,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
80089237-563f-4d34-bc2b-bd798c4c79fc,108,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107f7952-62c1-49a7-b5ea-ead1c6ab8f66,109,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cdef05ad-6cac-4791-9bd1-49ce911ed252,110,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a3bab4e7-c264-4bf7-b57c-bd59ff920818,111,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,3,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d9fea66d-479f-4091-bd1a-997eef57d6ff,112,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bea3087f-7698-448f-9eda-28d5698dc06e,113,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2fdb8ccb-7986-4faf-8ed9-d016fe84dab2,114,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f0458ca-eb5b-41b4-9ba1-249f0c92c823,115,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a295318c-323d-4a39-b5c8-7021bbd4dd96,116,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,2,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9892624e-7cdd-4c0e-bdbb-d31c7276d69d,117,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9c9072b-2662-42e4-89c4-8542b4523f84,118,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d3dcb8d0-c430-4290-a720-59a97b08526e,119,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,2,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
33cf9c5a-64c7-49d4-b6b6-8dcd474f65fc,120,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f7aa8a7e-2786-4c3a-b21f-b97febf11d95,121,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,3,2,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4ebb7fb3-326a-4b7e-a32d-8816a1e7e08a,122,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,1,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0b17f2e0-25f9-40e4-a591-fa0c4ab32597,123,5KM_Rural,rural,5km,20km,0.183315677078072,UKR44,Luhanska,3,3,0,0,,0,1,1,1,0,3,0,0,0,0,1,1,0,1,0,0
