"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max"
"Anbar","mcna_shelter_imm","governorate",NA,"Anbar",0.703876773970232,NA,0.657159813533603,0.750593734406861
"Baghdad","mcna_shelter_imm","governorate",NA,"Baghdad",0.840425531914894,NA,0.76638114380398,0.914469920025807
"Diyala","mcna_shelter_imm","governorate",NA,"Diyala",0.29373126192423,NA,0.225237871566584,0.362224652281876
"Erbil","mcna_shelter_imm","governorate",NA,"Erbil",0.0736842105263158,NA,0.0211394155366485,0.126229005515983
"Kirkuk","mcna_shelter_imm","governorate",NA,"Kirkuk",0.578165791763748,NA,0.51206059141558,0.644270992111916
"Ninewa","mcna_shelter_imm","governorate",NA,"Ninewa",0.233678983496422,NA,0.189483593221695,0.277874373771148
"Salah al-Din","mcna_shelter_imm","governorate",NA,"Salah al-Din",0.604567736908743,NA,0.552536423687067,0.656599050130418
