"","x"
"1",9
"2",10
"3",11
"4",15
"5",20
"6",21
"7",22
"8",35
"9",41
"10",50
"11",53
"12",56
"13",58
"14",59
"15",60
"16",63
"17",65
"18",66
"19",74
"20",84
"21",85
"22",86
"23",87
"24",93
"25",95
"26",97
"27",98
"28",110
"29",117
"30",129
"31",132
"32",133
"33",138
"34",147
"35",159
"36",160
"37",161
"38",167
"39",168
"40",189
"41",194
"42",195
"43",198
"44",200
"45",201
"46",206
"47",219
"48",220
"49",221
"50",222
"51",223
"52",226
"53",228
"54",230
"55",233
"56",235
"57",237
