"","divorced","married","no_answer","single","widowed"
"bweyale_tc",0,0.02,0,0,0
"kigumba",0.166666666666667,0.21,0,0,0.28
"kigumba_tc",0.0833333333333333,0.01,0,0,0
"kiryandongo",0.166666666666667,0.44,1,1,0.44
"kiryandongo_tc",0.0833333333333333,0.075,0,0,0.12
"mutunda",0.5,0.245,0,0,0.16
