"","divorced","married","no_answer","single","widowed"
"0",0.666666666666667,0.86,0,1,0.88
"1",0.25,0.09,0,0,0.08
"2",0,0.025,1,0,0.04
"3",0,0.01,0,0,0
"4",0,0.005,0,0,0
"5",0.0833333333333333,0,0,0,0
"7",0,0.01,0,0,0
