"","divorced","married","no_answer","single","widowed"
"",0.75,0.74,1,1,0.6
"another_settlement",0,0.005,0,0,0
"home_country",0.0833333333333333,0.115,0,0,0.16
"no_answer",0,0.005,0,0,0
"other_country_nonrefugee",0,0.005,0,0,0
"uganda_elsewhere",0.166666666666667,0.13,0,0,0.24
