"","divorced","married","no_answer","single","widowed"
"",0.916666666666667,0.98,1,1,1
"It's hard to maintain soap at the  toilet facility coz its eaten up by animals.",0,0.005,0,0,0
"The soap they have is for  washing clothes,  utensils but not specific for washing hands after visiting the toilet. ",0,0.005,0,0,0
"Toilet still under construction",0.0833333333333333,0,0,0,0
"Usually eaten up by animals. ",0,0.005,0,0,0
"We didn't  have the idear.",0,0.005,0,0,0
