"","divorced","married","no_answer","single","widowed"
"0",0.666666666666667,0.745,0,1,0.88
"1",0.166666666666667,0.11,0,0,0
"2",0.166666666666667,0.085,0,0,0.04
"3",0,0.025,1,0,0.04
"4",0,0.025,0,0,0
"5",0,0.005,0,0,0.04
"7",0,0.005,0,0,0
