"","divorced","married","no_answer","single","widowed"
"good",0.666666666666667,0.59,0,1,0.56
"okay",0.333333333333333,0.225,0,0,0.32
"poor",0,0.045,0,0,0.08
"very_good",0,0.12,1,0,0.04
"very_poor",0,0.02,0,0,0
