"","divorced","married","no_answer","single","widowed"
"1",1,0.915,1,1,0.84
"2",0,0.07,0,0,0.08
"3",0,0.01,0,0,0.04
"4",0,0.005,0,0,0
"7",0,0,0,0,0.04
