"","divorced","married","no_answer","single","widowed"
"3.33333333333333",0,0.00512820512820513,0,0,0
"5",0,0.00512820512820513,0,0,0
"5.55555555555556",0,0.00512820512820513,0,0,0
"5.71428571428571",0,0.00512820512820513,0,0,0
"6",0,0.00512820512820513,0,0,0.0416666666666667
"6.66666666666667",0,0.0153846153846154,0,0,0
"7.14285714285714",0,0.00512820512820513,0,0,0
"7.5",0,0.0205128205128205,0,0,0
"8",0,0.00512820512820513,0,0,0
"8.33333333333333",0,0.0102564102564103,0,0,0
"8.57142857142857",0,0.00512820512820513,0,0,0
"8.88888888888889",0,0.00512820512820513,0,0,0
"9.16666666666667",0,0.00512820512820513,0,0,0
"9.21052631578947",0,0.00512820512820513,0,0,0
"10",0,0.0871794871794872,0,0,0.0833333333333333
"10.5",0,0.00512820512820513,0,0,0
"10.5263157894737",0,0.00512820512820513,0,0,0
"10.625",0,0.00512820512820513,0,0,0
"10.6666666666667",0,0,0,0,0.0416666666666667
"10.7142857142857",0,0.00512820512820513,0,0,0
"10.7647058823529",0,0.00512820512820513,0,0,0
"10.7692307692308",0,0.0102564102564103,0,0,0
"10.8333333333333",0,0.00512820512820513,0,0,0.0416666666666667
"11.1111111111111",0,0.0102564102564103,0,0,0
"11.3888888888889",0,0,0,0,0.0416666666666667
"11.4285714285714",0,0.0205128205128205,0,0,0
"11.5384615384615",0,0.00512820512820513,0,0,0.0416666666666667
"11.7647058823529",0,0.00512820512820513,0,0,0
"12",0,0.0205128205128205,0,0.5,0.0416666666666667
"12.3076923076923",0,0.00512820512820513,0,0,0
"12.5",0.0909090909090909,0.0153846153846154,0,0,0
"12.6315789473684",0,0.00512820512820513,0,0,0
"12.7272727272727",0,0.0102564102564103,0,0,0
"12.8571428571429",0,0.00512820512820513,0,0,0
"13.3333333333333",0,0.0615384615384615,0,0,0
"13.75",0,0.0102564102564103,0,0,0
"14",0,0.00512820512820513,0,0,0.0416666666666667
"14.1176470588235",0,0.00512820512820513,0,0,0
"14.1666666666667",0.0909090909090909,0,0,0,0
"14.2857142857143",0,0.0102564102564103,0,0,0.0416666666666667
"14.4444444444444",0,0.00512820512820513,0,0,0
"14.5454545454545",0,0.00512820512820513,0,0,0
"15",0,0.0512820512820513,0,0,0.0416666666666667
"15.3846153846154",0.0909090909090909,0,0,0,0
"15.5555555555556",0,0.00512820512820513,0,0,0
"15.7142857142857",0.0909090909090909,0.0102564102564103,0,0,0
"15.9375",0,0.00512820512820513,0,0,0
"16",0,0.0666666666666667,0,0,0.0833333333333333
"16.1818181818182",0,0.00512820512820513,0,0,0
"16.3636363636364",0,0.00512820512820513,0,0,0
"16.6666666666667",0,0.0153846153846154,0,0,0.0416666666666667
"17.1428571428571",0,0.0307692307692308,1,0,0.0416666666666667
"17.3333333333333",0,0,0,0,0.0416666666666667
"17.5",0,0.0102564102564103,0,0,0
"17.6470588235294",0,0.00512820512820513,0,0,0
"17.7777777777778",0,0.0205128205128205,0,0,0
"17.8571428571429",0,0.00512820512820513,0,0,0
"18",0.0909090909090909,0,0,0,0
"18.1818181818182",0,0.0102564102564103,0,0,0
"18.3333333333333",0,0.0102564102564103,0,0,0
"18.4615384615385",0,0.0205128205128205,0,0,0.0416666666666667
"18.8888888888889",0,0.00512820512820513,0,0,0
"20",0.272727272727273,0.0923076923076923,0,0,0.0416666666666667
"21.25",0,0.0102564102564103,0,0,0
"21.4285714285714",0,0.00512820512820513,0,0,0
"21.8181818181818",0,0.00512820512820513,0,0,0
"22",0,0.0102564102564103,0,0,0
"22.5",0,0.00512820512820513,0,0,0
"23.3333333333333",0,0.00512820512820513,0,0.5,0
"24",0,0.0153846153846154,0,0,0.0416666666666667
"24.375",0,0,0,0,0.0416666666666667
"24.4444444444444",0,0.00512820512820513,0,0,0
"25",0,0.0205128205128205,0,0,0
"26.3636363636364",0,0.00512820512820513,0,0,0
"26.6666666666667",0,0.0256410256410256,0,0,0
"27.5",0,0.00512820512820513,0,0,0.0833333333333333
"27.8571428571429",0,0.00512820512820513,0,0,0
"28",0,0.00512820512820513,0,0,0
"28.5714285714286",0,0,0,0,0.0416666666666667
"30",0,0.0153846153846154,0,0,0.0416666666666667
"32.5",0.0909090909090909,0,0,0,0
"33.3333333333333",0.0909090909090909,0,0,0,0
"35",0,0.00512820512820513,0,0,0
"36",0,0.0102564102564103,0,0,0
"40",0,0.0102564102564103,0,0,0
"45",0,0.00512820512820513,0,0,0
"45.7142857142857",0,0.00512820512820513,0,0,0
"48.6666666666667",0,0.00512820512820513,0,0,0
"50",0,0.00512820512820513,0,0,0
"55",0.0909090909090909,0,0,0,0
