"","divorced","married","no_answer","single","widowed"
"",0.666666666666667,0.585,1,1,0.44
"didnt_seek",0,0.04,0,0,0.24
"unable",0.0833333333333333,0.185,0,0,0.24
"yes",0.25,0.19,0,0,0.08
