"","divorced","married","no_answer","single","widowed"
"0",0,0.12,0,0.5,0
"1",0.0833333333333333,0.02,0,0,0
"2",0.0833333333333333,0.08,0,0,0.12
"3",0.0833333333333333,0.1,0,0,0.24
"4",0,0.12,0,0,0.04
"5",0.166666666666667,0.08,0,0,0.12
"6",0.0833333333333333,0.04,0,0,0.08
"7",0.5,0.44,1,0.5,0.4
