"","divorced","married","no_answer","single","widowed"
"distance",0.25,0.17,0,0,0.16
"distance_queuing",0.333333333333333,0.33,0,0,0.4
"none",0.0833333333333333,0.17,0,0,0.08
"queuing",0.333333333333333,0.33,1,1,0.36
