"","divorced","married","no_answer","single","widowed"
"7.1",0,0.045,0,0,0
"7.2",0,0.09,0,0,0
"7.3",0.25,0.19,0,0.5,0.24
"7.4",0.166666666666667,0.125,0,0,0.04
"7.5",0.166666666666667,0.06,0,0,0.2
"7.6",0,0.03,0,0,0.08
"7.7",0,0.015,0,0,0
"7.8",0,0.005,0,0,0.04
"7.9",0,0.02,0,0,0.04
"8",0,0.005,0,0,0
"8.2",0.0833333333333333,0,0,0,0
"10",0.333333333333333,0.415,1,0.5,0.36
