"","divorced","married","no_answer","single","widowed"
"0",0.583333333333333,0.555,0,0.5,0.32
"1",0.333333333333333,0.27,0,0.5,0.48
"2",0.0833333333333333,0.115,1,0,0.16
"3",0,0.05,0,0,0.04
"4",0,0.005,0,0,0
"5",0,0.005,0,0,0
