"","divorced","married","no_answer","single","widowed"
"32.0822283333333",0,0.005,0,0,0
"32.0830783",0,0.005,0,0,0
"32.08471",0,0,0,0,0.04
"32.0847183333333",0,0.005,0,0,0
"32.0852333333333",0,0.005,0,0,0
"32.0856983333333",0,0.005,0,0,0
"32.0862133333333",0,0.005,0,0,0
"32.0862713",0,0.005,0,0,0
"32.0866108",0,0.005,0,0,0
"32.0866761",0,0.005,0,0,0
"32.0869489",0,0.005,0,0,0
"32.0877616666667",0,0.005,0,0,0
"32.0883066666667",0,0.005,0,0,0
"32.0903832",0,0,0,0.5,0
"32.091285",0,0.005,0,0,0
"32.091635",0,0.005,0,0,0
"32.0917683333333",0,0.005,0,0,0
"32.0921817",0,0.005,0,0,0
"32.0923233333333",0,0,0,0,0.04
"32.0925834",0,0.005,0,0,0
"32.092728",0,0.005,0,0,0
"32.0938417",0,0,1,0,0
"32.0939733333333",0,0.005,0,0,0
"32.0942285",0,0.005,0,0,0
"32.0948",0,0,0,0,0.04
"32.0948066666667",0,0.005,0,0,0
"32.0948114",0,0.005,0,0,0
"32.0950668",0,0.005,0,0,0
"32.0963883333333",0,0,0,0,0.04
"32.0965933333333",0,0.005,0,0,0
"32.096595",0,0.005,0,0,0
"32.09688",0,0.005,0,0,0
"32.0970756",0,0.005,0,0,0
"32.097115",0,0,0,0,0.04
"32.0975315",0.0833333333333333,0,0,0,0
"32.0976911",0,0,0,0,0.04
"32.0981092",0,0.005,0,0,0
"32.09849",0,0.005,0,0,0
"32.09851",0,0.005,0,0,0
"32.0988516666667",0,0.005,0,0,0
"32.0989216666667",0,0.005,0,0,0
"32.0994433",0,0.005,0,0,0
"32.1008566666667",0.0833333333333333,0,0,0,0
"32.101065",0,0,0,0,0.04
"32.1019283333333",0,0.005,0,0,0
"32.102031",0,0.005,0,0,0
"32.1024216666667",0,0.005,0,0,0
"32.1024861",0,0.005,0,0,0
"32.1031764",0,0.005,0,0,0
"32.1078466666667",0,0.005,0,0,0
"32.1118883333333",0,0.005,0,0,0
"32.1137666666667",0,0.005,0,0,0
"32.1139211",0,0.005,0,0,0
"32.1163601",0,0.005,0,0,0
"32.1165416666667",0,0,0,0.5,0
"32.1167266666667",0,0.005,0,0,0
"32.1169216666667",0,0.005,0,0,0
"32.1184433333333",0,0.005,0,0,0
"32.11876",0,0.005,0,0,0
"32.1191666666667",0,0.005,0,0,0
"32.1216033333333",0,0.005,0,0,0
"32.12552",0,0.005,0,0,0
"32.126485",0,0.005,0,0,0
"32.1267216666667",0,0.005,0,0,0
"32.1267723",0,0.005,0,0,0
"32.1273133333333",0,0.005,0,0,0
"32.1278916666667",0,0.005,0,0,0
"32.128155",0,0.005,0,0,0
"32.1283216666667",0,0.005,0,0,0
"32.1316833333333",0,0.005,0,0,0
"32.1323717",0,0.005,0,0,0
"32.1331507",0,0.005,0,0,0
"32.1334666666667",0,0.005,0,0,0
"32.1409276",0,0.005,0,0,0
"32.1539133333333",0,0.005,0,0,0
"32.1548191",0,0.005,0,0,0
"32.1550999",0,0.005,0,0,0
"32.1557516666667",0,0.005,0,0,0
"32.1565533333333",0,0,0,0,0.04
"32.1680383",0,0,0,0,0.04
"32.1691113",0,0.005,0,0,0
"32.17097",0,0.005,0,0,0
"32.172195",0,0.005,0,0,0
"32.1746816666667",0,0.005,0,0,0
"32.1750066666667",0,0.005,0,0,0
"32.1778121",0,0.005,0,0,0
"32.1795366666667",0.0833333333333333,0,0,0,0
"32.1795733333333",0,0.005,0,0,0
"32.1809798",0.0833333333333333,0,0,0,0
"32.1810633333333",0,0.005,0,0,0
"32.1824433333333",0,0,0,0,0.04
"32.1855183333333",0,0.005,0,0,0
"32.1860299",0,0.005,0,0,0
"32.1861975",0,0.005,0,0,0
"32.1873353",0,0.005,0,0,0
"32.1873944",0,0.005,0,0,0
"32.1895266666667",0.0833333333333333,0,0,0,0
"32.1976883333333",0,0.005,0,0,0
"32.19779",0,0.005,0,0,0
"32.1981708",0,0.005,0,0,0
"32.1984966666667",0,0.005,0,0,0
"32.1985533333333",0,0.005,0,0,0
"32.1993183333333",0,0.005,0,0,0
"32.200175",0.0833333333333333,0,0,0,0
"32.2001843",0,0.005,0,0,0
"32.2002516666667",0,0.005,0,0,0
"32.2013022",0,0,0,0,0.04
"32.2014795",0,0.005,0,0,0
"32.2017532",0,0,0,0,0.04
"32.2148433333333",0,0.005,0,0,0
"32.2154733333333",0,0.005,0,0,0
"32.2165516666667",0,0.005,0,0,0
"32.2165933333333",0,0.005,0,0,0
"32.2167833",0,0.005,0,0,0
"32.2172433333333",0,0.005,0,0,0
"32.2172666666667",0,0.005,0,0,0
"32.2206551",0,0.005,0,0,0
"32.2210638",0,0.005,0,0,0
"32.221435",0,0.005,0,0,0
"32.2240939",0,0.005,0,0,0
"32.2252174",0,0.005,0,0,0
"32.2252933333333",0,0.005,0,0,0
"32.2294783333333",0,0.005,0,0,0
"32.2298843",0,0,0,0,0.04
"32.230195",0,0.005,0,0,0
"32.2319083333333",0,0.005,0,0,0
"32.2365433333333",0,0.005,0,0,0
"32.237085",0,0.005,0,0,0
"32.237562",0,0.005,0,0,0
"32.2390153",0,0.005,0,0,0
"32.2406066666667",0,0.005,0,0,0
"32.241257",0,0.005,0,0,0
"32.2477433333333",0,0.005,0,0,0
"32.2793566666667",0,0.005,0,0,0
"32.2824625",0,0.005,0,0,0
"32.2824633333333",0,0.005,0,0,0
"32.2839116",0,0.005,0,0,0
"32.2840683333333",0,0.005,0,0,0
"32.2845916",0,0.005,0,0,0
"32.2852866666667",0,0,0,0,0.04
"32.2853238",0,0.005,0,0,0
"32.2855833333333",0,0.005,0,0,0
"32.2865533333333",0,0.005,0,0,0
"32.2868183333333",0,0.005,0,0,0
"32.286838",0.0833333333333333,0,0,0,0
"32.2868937",0,0.005,0,0,0
"32.28803",0,0.005,0,0,0
"32.28986",0,0.005,0,0,0
"32.2904197",0,0.005,0,0,0
"32.2915974",0,0.005,0,0,0
"32.2927039",0,0.005,0,0,0
"32.3068216666667",0,0.005,0,0,0
"32.307895",0,0.005,0,0,0
"32.3081266666667",0,0.005,0,0,0
"32.308175",0.0833333333333333,0,0,0,0
"32.3113416666667",0,0.005,0,0,0
"32.31158",0,0.005,0,0,0
