"","divorced","married","no_answer","single","widowed"
"0",0.333333333333333,0.09,0,0,0.08
"1",0.166666666666667,0.185,0,0,0.08
"2",0.166666666666667,0.205,1,0,0.28
"3",0.166666666666667,0.23,0,0.5,0.24
"4",0.166666666666667,0.09,0,0.5,0.08
"5",0,0.09,0,0,0.16
"6",0,0.06,0,0,0.04
"7",0,0.02,0,0,0.04
"8",0,0.01,0,0,0
"9",0,0.01,0,0,0
"10",0,0.005,0,0,0
"14",0,0.005,0,0,0
