"","divorced","married","no_answer","single","widowed"
"",1,0.925,1,1,0.92
"After garden",0,0.04,0,0,0.04
"After garden ",0,0.015,0,0,0
"Before and after milking ",0,0,0,0,0.04
"Before and after milking cows",0,0.005,0,0,0
"Before cooking",0,0.005,0,0,0
"Garden",0,0.005,0,0,0
"When washing my face. ",0,0.005,0,0,0
