"","divorced","married","no_answer","single","widowed"
"0",0.5,0.731707317073171,NA,1,0.55
"1",0.333333333333333,0.189024390243902,NA,0,0.3
"2",0.166666666666667,0.0365853658536585,NA,0,0.1
"3",0,0.0365853658536585,NA,0,0
"4",0,0,NA,0,0.05
"7",0,0.00609756097560976,NA,0,0
