"","divorced","married","no_answer","single","widowed"
"",0.25,0.1,0,0,0.12
"free_access",0,0.04,0,0,0.04
"other",0,0.02,0,0,0
"own_land",0.583333333333333,0.645,1,1,0.72
"rent_access",0.166666666666667,0.195,0,0,0.12
