"","divorced","married","no_answer","single","widowed"
"0",0.7,0.528205128205128,0,0.5,0.6
"1",0.1,0.241025641025641,0,0,0.24
"2",0.2,0.148717948717949,0,0,0.08
"3",0,0.0461538461538462,0,0,0.08
"4",0,0.0153846153846154,1,0.5,0
"5",0,0.0102564102564103,0,0,0
"6",0,0.00512820512820513,0,0,0
"8",0,0.00512820512820513,0,0,0
