"","divorced","married","no_answer","single","widowed"
"0",0.25,0.11,0,0.5,0.12
"1",0.25,0.215,0,0,0.12
"2",0.0833333333333333,0.235,1,0,0.24
"3",0.333333333333333,0.195,0,0.5,0.12
"4",0,0.105,0,0,0.24
"5",0.0833333333333333,0.065,0,0,0.08
"6",0,0.035,0,0,0.04
"7",0,0.02,0,0,0.04
"8",0,0.01,0,0,0
"9",0,0.005,0,0,0
"12",0,0.005,0,0,0
