"","divorced","married","no_answer","single","widowed"
"",0.916666666666667,0.96,1,1,0.92
"Rain water",0.0833333333333333,0.01,0,0,0
"Rain water ",0,0.03,0,0,0.04
"Rain water collected from atree ",0,0,0,0,0.04
