"","divorced","married","no_answer","single","widowed"
"good",0.666666666666667,0.4,1,0.5,0.36
"okay",0.0833333333333333,0.185,0,0,0.32
"poor",0.25,0.285,0,0.5,0.24
"very_good",0,0.065,0,0,0.04
"very_poor",0,0.065,0,0,0.04
