"","divorced","married","no_answer","single","widowed"
"",1,0.95,1,1,0.92
"2016-06-01",0,0.005,0,0,0
"2017-02-01",0,0.005,0,0,0
"2017-11-01",0,0.005,0,0,0
"2017-12-01",0,0.005,0,0,0
"2018-02-01",0,0.015,0,0,0
"2018-03-01",0,0,0,0,0.04
"2018-04-01",0,0.015,0,0,0.04
