"","divorced","married","no_answer","single","widowed"
"",0.25,0.12,0,0,0.12
"no",0,0.04,0,0,0
"yes_saw_card",0.25,0.435,0,0,0.32
"yes_without_card",0.5,0.405,1,1,0.56
