"","divorced","married","no_answer","single","widowed"
"",0.916666666666667,0.96,1,1,1
"A young  baby can't use it yet.",0,0.005,0,0,0
"It is under construction",0,0.005,0,0,0
"Kids can't  properly squart ",0,0.005,0,0,0
"Share with the neighborhood around ",0,0.005,0,0,0
"Under construction",0.0833333333333333,0.005,0,0,0
"Young  male child can't use it",0,0.005,0,0,0
"Young children can't manage to squart in the toilets",0,0.005,0,0,0
"Young children can't squart",0,0.005,0,0,0
