"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",0.5,0.8,0.333333333333333,0.864583333333333,0.842105263157895,0.879310344827586
"1",0.5,0.18,0.666666666666667,0.0833333333333333,0.157894736842105,0.103448275862069
"2",0,0.02,0,0.0416666666666667,0,0
"3",0,0,0,0.0104166666666667,0,0.0172413793103448
