"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",1,0.882352941176471,1,0.807692307692308,0.894736842105263,0.779661016949153
"1",0,0.117647058823529,0,0.192307692307692,0.105263157894737,0.220338983050847
