"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"",0.75,0.588235294117647,0.666666666666667,0.557692307692308,0.578947368421053,0.593220338983051
"didnt_seek",0,0.0196078431372549,0,0.115384615384615,0,0.0169491525423729
"unable",0.25,0.137254901960784,0,0.173076923076923,0.210526315789474,0.23728813559322
"yes",0,0.254901960784314,0.333333333333333,0.153846153846154,0.210526315789474,0.152542372881356
