"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",0.75,0.764705882352941,0.5,0.830985915492958,0.875,0.888888888888889
"1",0.25,0.235294117647059,0.5,0.169014084507042,0.125,0.111111111111111
