"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"175.8",0,0,0,0,0,0.0169491525423729
"932.3",0,0,0,0,0,0.0169491525423729
"1005.6",0,0,0,0,0,0.0169491525423729
"1017.9",0,0,0,0.00961538461538462,0,0
"1021",0,0,0,0.00961538461538462,0,0
"1022.5",0,0,0,0.00961538461538462,0,0
"1027.2",0,0,0,0.00961538461538462,0.0526315789473684,0
"1027.7",0,0,0,0.00961538461538462,0,0
"1029",0,0,0,0.00961538461538462,0,0
"1030.9",0,0,0,0.00961538461538462,0,0
"1032.2",0,0,0,0.00961538461538462,0,0
"1033",0,0,0,0,0,0.0169491525423729
"1033.8",0,0,0,0.00961538461538462,0,0
"1034.2",0,0,0,0.00961538461538462,0,0
"1035.9",0,0,0,0,0,0.0169491525423729
"1036.3",0,0,0,0.00961538461538462,0,0
"1036.4",0,0,0,0.00961538461538462,0,0
"1036.5",0,0,0,0,0,0.0169491525423729
"1036.9",0,0,0,0.00961538461538462,0,0.0169491525423729
"1037.2",0,0,0,0.00961538461538462,0,0
"1037.9",0,0,0,0.00961538461538462,0,0
"1038.6",0,0,0,0.00961538461538462,0,0
"1038.7",0,0,0,0,0,0.0169491525423729
"1038.8",0,0,0,0.00961538461538462,0,0
"1039.1",0,0,0,0,0.0526315789473684,0
"1039.3",0,0,0,0,0,0.0169491525423729
"1039.4",0,0,0,0,0,0.0169491525423729
"1039.7",0,0,0,0.00961538461538462,0,0
"1040",0,0,0,0.00961538461538462,0,0
"1040.5",0,0,0,0.00961538461538462,0,0
"1040.8",0,0,0,0.00961538461538462,0,0
"1041.1",0,0.0196078431372549,0,0,0,0
"1041.3",0,0,0,0.00961538461538462,0,0
"1041.7",0,0,0,0.00961538461538462,0,0
"1041.8",0,0,0,0.00961538461538462,0,0
"1041.9",0,0,0,0,0,0.0169491525423729
"1042",0,0,0,0.00961538461538462,0,0
"1043",0,0,0,0,0,0.0338983050847458
"1043.3",0,0,0,0.00961538461538462,0,0
"1043.7",0,0,0,0,0,0.0169491525423729
"1043.8",0,0,0,0,0,0.0169491525423729
"1044.2",0,0,0,0.00961538461538462,0,0
"1044.3",0,0,0,0,0,0.0169491525423729
"1044.6",0,0,0,0,0.0526315789473684,0
"1045.1",0,0.0196078431372549,0,0,0,0
"1045.9",0,0,0,0.00961538461538462,0,0
"1046.2",0,0,0,0.00961538461538462,0,0
"1046.3",0,0,0,0,0,0.0169491525423729
"1046.5",0,0,0,0.00961538461538462,0,0
"1047",0,0,0,0.00961538461538462,0,0
"1047.2",0,0,0,0,0,0.0169491525423729
"1047.4",0,0,0,0,0,0.0169491525423729
"1047.6",0,0,0,0.00961538461538462,0,0
"1047.8",0,0,0,0.00961538461538462,0,0
"1048.5",0,0,0,0.00961538461538462,0,0
"1048.7",0,0.0196078431372549,0,0,0,0
"1049.4",0,0,0,0.00961538461538462,0,0
"1049.6",0,0,0,0.00961538461538462,0,0
"1049.7",0,0,0,0,0,0.0169491525423729
"1049.9",0,0.0196078431372549,0,0,0,0
"1050.4",0,0,0,0.00961538461538462,0,0
"1051.1",0,0,0,0,0,0.0169491525423729
"1051.3",0,0,0,0.00961538461538462,0,0
"1051.4",0,0,0,0.00961538461538462,0,0
"1052.2",0,0,0,0,0.0526315789473684,0
"1052.9",0,0.0196078431372549,0,0,0,0
"1053.6",0,0,0,0.00961538461538462,0,0
"1053.7",0,0.0196078431372549,0,0,0,0
"1054.4",0,0,0,0.00961538461538462,0,0
"1055",0,0,0,0.00961538461538462,0,0
"1055.3",0,0.0196078431372549,0,0,0,0
"1056.2",0,0,0,0.00961538461538462,0,0
"1056.7",0,0,0,0.0384615384615385,0,0
"1057.2",0,0.0196078431372549,0,0.00961538461538462,0,0
"1057.8",0,0.0196078431372549,0,0,0,0
"1058.1",0,0,0,0.00961538461538462,0,0
"1059",0,0,0,0.00961538461538462,0,0
"1059.8",0,0,0,0,0,0.0169491525423729
"1060.1",0,0,0,0.00961538461538462,0,0
"1061",0,0,0,0.00961538461538462,0,0
"1061.6",0.25,0,0,0,0,0
"1062",0,0,0,0,0.0526315789473684,0
"1063",0,0,0,0.00961538461538462,0,0
"1063.1",0,0,0,0.00961538461538462,0,0
"1063.2",0,0.0196078431372549,0,0.00961538461538462,0,0.0169491525423729
"1063.3",0,0.0392156862745098,0,0,0,0
"1064.6",0,0,0,0,0.0526315789473684,0
"1065",0,0,0,0,0.0526315789473684,0
"1066.1",0,0,0,0,0,0.0169491525423729
"1066.5",0,0,0,0,0,0.0169491525423729
"1066.9",0,0,0,0.00961538461538462,0,0
"1067.8",0,0,0,0,0,0.0169491525423729
"1068.1",0,0,0,0,0,0.0169491525423729
"1068.6",0,0,0,0,0,0.0169491525423729
"1069.1",0,0,0,0,0.0526315789473684,0
"1069.3",0,0,0,0,0,0.0169491525423729
"1069.5",0,0.0196078431372549,0,0,0,0
"1070",0,0,0,0.00961538461538462,0,0.0169491525423729
"1070.1",0,0.0196078431372549,0,0,0,0
"1070.6",0,0,0,0.00961538461538462,0,0
"1070.7",0,0.0196078431372549,0,0,0,0
"1070.9",0,0,0,0,0,0.0169491525423729
"1071.4",0,0,0,0,0,0.0169491525423729
"1071.5",0,0.0196078431372549,0,0.00961538461538462,0,0
"1071.7",0,0,0,0.00961538461538462,0,0
"1073.3",0,0,0,0,0,0.0169491525423729
"1073.7",0,0,0.333333333333333,0,0,0
"1073.8",0,0,0,0.00961538461538462,0,0
"1074.3",0,0,0.333333333333333,0.00961538461538462,0,0
"1074.6",0,0.0196078431372549,0,0,0,0
"1074.8",0,0.0196078431372549,0,0,0,0
"1075.3",0,0,0,0,0,0.0169491525423729
"1075.6",0,0,0,0,0,0.0169491525423729
"1076.6",0,0.0196078431372549,0,0,0,0
"1077",0,0.0196078431372549,0,0,0.0526315789473684,0
"1077.1",0,0.0196078431372549,0,0,0,0
"1077.3",0,0,0,0,0,0.0169491525423729
"1077.4",0,0,0,0.00961538461538462,0,0
"1077.9",0,0.0196078431372549,0,0.00961538461538462,0,0
"1078.2",0,0,0,0,0,0.0169491525423729
"1078.5",0,0.0196078431372549,0,0,0,0
"1079.1",0,0,0,0.00961538461538462,0,0
"1079.2",0,0,0,0.00961538461538462,0,0
"1079.3",0,0,0,0.00961538461538462,0,0
"1079.8",0,0,0.333333333333333,0,0,0.0169491525423729
