"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"1080.1",0,0,0,0.00961538461538462,0,0
"1080.3",0,0.0196078431372549,0,0,0,0
"1080.8",0,0.0196078431372549,0,0,0,0.0169491525423729
"1081.2",0,0.0196078431372549,0,0,0,0
"1081.5",0,0.0392156862745098,0,0,0,0
"1082.4",0,0.0196078431372549,0,0,0,0
"1082.5",0,0,0,0.00961538461538462,0,0
"1083.1",0,0.0196078431372549,0,0,0,0
"1083.2",0,0,0,0,0,0.0169491525423729
"1083.6",0,0.0196078431372549,0,0,0,0
"1084.1",0,0.0196078431372549,0,0,0,0
"1084.7",0,0,0,0.0192307692307692,0,0
"1085.4",0,0,0,0,0.0526315789473684,0
"1086",0,0,0,0,0,0.0169491525423729
"1086.2",0,0,0,0,0.0526315789473684,0
"1086.3",0,0.0196078431372549,0,0,0,0
"1086.5",0,0,0,0,0,0.0169491525423729
"1087.1",0,0,0,0,0,0.0169491525423729
"1088",0,0.0196078431372549,0,0,0,0
"1088.2",0,0,0,0,0.0526315789473684,0
"1088.3",0,0,0,0.00961538461538462,0,0
"1088.7",0,0.0196078431372549,0,0,0,0
"1088.8",0,0.0588235294117647,0,0,0,0.0169491525423729
"1089",0,0,0,0,0.0526315789473684,0
"1089.1",0,0,0,0,0.0526315789473684,0
"1089.4",0,0,0,0,0,0.0169491525423729
"1089.6",0,0,0,0,0.0526315789473684,0
"1089.8",0,0,0,0,0,0.0169491525423729
"1091.2",0,0,0,0.00961538461538462,0,0
"1091.7",0,0,0,0.00961538461538462,0,0
"1092",0,0,0,0,0.0526315789473684,0
"1092.8",0,0,0,0.00961538461538462,0,0.0169491525423729
"1092.9",0,0,0,0,0,0.0169491525423729
"1093.1",0,0.0196078431372549,0,0,0,0
"1093.3",0,0,0,0,0,0.0169491525423729
"1094",0,0,0,0.00961538461538462,0,0
"1094.3",0,0,0,0.00961538461538462,0,0
"1094.4",0,0.0196078431372549,0,0.00961538461538462,0,0
"1094.7",0,0,0,0,0.0526315789473684,0
"1094.9",0,0,0,0,0,0.0169491525423729
"1095",0,0,0,0,0,0.0169491525423729
"1095.2",0,0,0,0.00961538461538462,0,0
"1095.9",0,0.0196078431372549,0,0,0,0.0169491525423729
"1096.1",0,0,0,0.00961538461538462,0,0.0169491525423729
"1096.2",0,0,0,0.00961538461538462,0.0526315789473684,0
"1097.2",0,0,0,0,0,0.0169491525423729
"1098",0,0,0,0.00961538461538462,0,0
"1098.8",0,0,0,0.00961538461538462,0,0
"1099.2",0,0,0,0.00961538461538462,0,0
"1099.6",0,0,0,0.00961538461538462,0,0
"1100.2",0,0,0,0,0.0526315789473684,0
"1100.3",0,0,0,0,0,0.0169491525423729
"1100.5",0,0.0196078431372549,0,0,0,0
"1101",0,0.0196078431372549,0,0,0,0
"1101.3",0,0,0,0.00961538461538462,0,0
"1101.6",0.25,0,0,0.00961538461538462,0,0
"1102.5",0,0,0,0,0,0.0169491525423729
"1102.6",0,0,0,0,0,0.0169491525423729
"1102.7",0,0,0,0.00961538461538462,0,0
"1103.5",0,0,0,0,0,0.0169491525423729
"1103.7",0,0,0,0,0,0.0169491525423729
"1103.9",0,0,0,0.0192307692307692,0,0
"1104.2",0,0,0,0.00961538461538462,0,0
"1105.6",0,0,0,0.0384615384615385,0,0
"1106",0,0.0196078431372549,0,0,0,0
"1106.3",0,0,0,0.00961538461538462,0,0
"1106.7",0.25,0,0,0,0,0
"1107.3",0,0.0196078431372549,0,0,0,0
"1108",0,0,0,0.00961538461538462,0,0
"1108.6",0,0,0,0.0192307692307692,0,0
"1108.9",0,0.0196078431372549,0,0.00961538461538462,0,0
"1109.9",0,0,0,0.00961538461538462,0,0
"1112.6",0.25,0,0,0,0,0
"1113",0,0.0196078431372549,0,0,0,0
"1116.4",0,0,0,0.00961538461538462,0,0
"1118.2",0,0.0196078431372549,0,0,0,0
"1118.3",0,0,0,0.00961538461538462,0,0
"1130.9",0,0.0196078431372549,0,0,0,0
"1131.3",0,0,0,0.00961538461538462,0,0
"1140.1",0,0.0196078431372549,0,0,0,0
"1148.3",0,0.0196078431372549,0,0,0,0
