"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",1,0.84375,1,0.758064516129032,0.888888888888889,0.666666666666667
"1",0,0.15625,0,0.241935483870968,0.111111111111111,0.333333333333333
