"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"",0,0,0,0,0,0.0169491525423729
"no",0.5,0.235294117647059,0,0.192307692307692,0.315789473684211,0.372881355932203
"yes",0.5,0.764705882352941,1,0.807692307692308,0.684210526315789,0.610169491525424
