"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"",0.75,0.450980392156863,0.666666666666667,0.451923076923077,0.421052631578947,0.474576271186441
"no",0.25,0.0784313725490196,0,0.163461538461538,0.0526315789473684,0.101694915254237
"no_answer",0,0.0392156862745098,0,0.0384615384615385,0.0526315789473684,0.0169491525423729
"yes",0,0.431372549019608,0.333333333333333,0.346153846153846,0.473684210526316,0.406779661016949
