"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"",1,1,1,1,1,0.932203389830508
"Given to by  a friend ",0,0,0,0,0,0.0169491525423729
"Given to him by his dad",0,0,0,0,0,0.0169491525423729
"Renting. ",0,0,0,0,0,0.0169491525423729
"Uses the grandparents land for cultivation ",0,0,0,0,0,0.0169491525423729
