"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",0.25,0.313725490196078,0,0.153846153846154,0.105263157894737,0.220338983050847
"1",0,0.0392156862745098,0,0,0,0.0677966101694915
"2",0,0.156862745098039,0,0.0384615384615385,0.0526315789473684,0.11864406779661
"3",0,0.117647058823529,0.333333333333333,0.153846153846154,0.0526315789473684,0.0338983050847458
"4",0,0.0980392156862745,0,0.0288461538461538,0.105263157894737,0.11864406779661
"5",0.25,0.0196078431372549,0,0.0865384615384615,0,0.11864406779661
"6",0,0.0196078431372549,0,0.0576923076923077,0.0526315789473684,0.0338983050847458
"7",0.5,0.235294117647059,0.666666666666667,0.480769230769231,0.631578947368421,0.288135593220339
