"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"bweyale_tc",1,0,0,0,0,0
"kigumba",0,1,0,0,0,0
"kigumba_tc",0,0,1,0,0,0
"kiryandongo",0,0,0,1,0,0
"kiryandongo_tc",0,0,0,0,1,0
"mutunda",0,0,0,0,0,1
