"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"",1,1,1,1,1,0.983050847457627
"Making children to stop schooling in order to Cather for food  issues and health. ",0,0,0,0,0,0.0169491525423729
