"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"distance",0,0.0784313725490196,0,0.259615384615385,0.0526315789473684,0.152542372881356
"distance_queuing",0.5,0.450980392156863,0,0.288461538461538,0.368421052631579,0.305084745762712
"none",0.25,0.137254901960784,0,0.182692307692308,0.210526315789474,0.101694915254237
"queuing",0.25,0.333333333333333,1,0.269230769230769,0.368421052631579,0.440677966101695
