"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",0.75,0.911764705882353,1,0.929577464788732,1,0.962962962962963
"1",0,0.0882352941176471,0,0.0563380281690141,0,0.037037037037037
"2",0,0,0,0.0140845070422535,0,0
"6",0.25,0,0,0,0,0
