"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",0.75,0.911764705882353,0.5,0.859154929577465,0.875,0.814814814814815
"1",0.25,0.0882352941176471,0.5,0.0422535211267606,0.125,0.148148148148148
"2",0,0,0,0.0422535211267606,0,0.037037037037037
"3",0,0,0,0.0422535211267606,0,0
"5",0,0,0,0.0140845070422535,0,0
