"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"",1,1,1,0.971153846153846,1,0.983050847457627
"lost",0,0,0,0.0288461538461538,0,0
"other",0,0,0,0,0,0.0169491525423729
