"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"7.1",0,0.0588235294117647,0,0.0384615384615385,0.0526315789473684,0.0169491525423729
"7.2",0,0.117647058823529,0,0.0480769230769231,0.315789473684211,0.0169491525423729
"7.3",0.75,0.0980392156862745,0.666666666666667,0.163461538461538,0.368421052631579,0.23728813559322
"7.4",0,0.137254901960784,0.333333333333333,0.105769230769231,0,0.152542372881356
"7.5",0,0.0588235294117647,0,0.0961538461538462,0.105263157894737,0.0677966101694915
"7.6",0.25,0.0588235294117647,0,0.0288461538461538,0,0.0169491525423729
"7.7",0,0,0,0.0192307692307692,0,0.0169491525423729
"7.8",0,0.0196078431372549,0,0.00961538461538462,0,0
"7.9",0,0.0392156862745098,0,0.00961538461538462,0,0.0338983050847458
"8",0,0,0,0.00961538461538462,0,0
"8.2",0,0,0,0,0,0.0169491525423729
"10",0,0.411764705882353,0,0.471153846153846,0.157894736842105,0.423728813559322
